time,open,high,low,close,tick_volume,spread,real_volume
2025-11-28 14:21:00,156.157,156.157,156.146,156.148,94.0,21,0.0
2025-11-28 14:22:00,156.148,156.17,156.146,156.166,171.0,21,0.0
2025-11-28 14:23:00,156.166,156.168,156.162,156.162,49.0,22,0.0
2025-11-28 14:24:00,156.163,156.164,156.161,156.163,33.0,22,0.0
2025-11-28 14:25:00,156.163,156.163,156.16,156.162,4.0,23,0.0
2025-11-28 14:26:00,156.161,156.161,156.15,156.158,52.0,21,0.0
2025-11-28 14:27:00,156.158,156.158,156.143,156.145,42.0,23,0.0
2025-11-28 14:28:00,156.145,156.152,156.145,156.147,42.0,22,0.0
2025-11-28 14:29:00,156.147,156.149,156.141,156.141,43.0,23,0.0
2025-11-28 14:30:00,156.142,156.143,156.136,156.138,33.0,22,0.0
2025-11-28 14:31:00,156.137,156.142,156.114,156.12,189.0,22,0.0
2025-11-28 14:32:00,156.12,156.143,156.116,156.13,203.0,21,0.0
2025-11-28 14:33:00,156.131,156.131,156.081,156.094,96.0,23,0.0
2025-11-28 14:34:00,156.094,156.101,156.091,156.095,162.0,22,0.0
2025-11-28 14:35:00,156.095,156.106,156.094,156.104,133.0,23,0.0
2025-11-28 14:36:00,156.102,156.102,156.089,156.093,170.0,21,0.0
2025-11-28 14:37:00,156.093,156.096,156.083,156.088,121.0,23,0.0
2025-11-28 14:38:00,156.089,156.094,156.086,156.087,111.0,22,0.0
2025-11-28 14:39:00,156.087,156.095,156.086,156.086,63.0,22,0.0
2025-11-28 14:40:00,156.087,156.131,156.086,156.125,173.0,22,0.0
2025-11-28 14:41:00,156.124,156.13,156.093,156.097,285.0,24,0.0
2025-11-28 14:42:00,156.099,156.101,156.093,156.094,231.0,24,0.0
2025-11-28 14:43:00,156.095,156.102,156.093,156.102,173.0,22,0.0
2025-11-28 14:44:00,156.101,156.107,156.098,156.102,180.0,23,0.0
2025-11-28 14:45:00,156.101,156.115,156.101,156.108,131.0,25,0.0
2025-11-28 14:46:00,156.106,156.12,156.106,156.116,234.0,25,0.0
2025-11-28 14:47:00,156.115,156.145,156.113,156.135,252.0,24,0.0
2025-11-28 14:48:00,156.134,156.146,156.1,156.1,259.0,24,0.0
2025-11-28 14:49:00,156.102,156.104,156.089,156.092,152.0,24,0.0
2025-11-28 14:50:00,156.093,156.11,156.084,156.103,185.0,21,0.0
2025-11-28 14:51:00,156.104,156.105,156.083,156.086,160.0,24,0.0
2025-11-28 14:52:00,156.086,156.111,156.085,156.098,141.0,22,0.0
2025-11-28 14:53:00,156.1,156.118,156.096,156.112,241.0,22,0.0
2025-11-28 14:54:00,156.111,156.127,156.092,156.106,312.0,21,0.0
2025-11-28 14:55:00,156.107,156.108,156.091,156.099,317.0,21,0.0
2025-11-28 14:56:00,156.099,156.112,156.092,156.107,357.0,21,0.0
2025-11-28 14:57:00,156.107,156.11,156.102,156.104,164.0,21,0.0
2025-11-28 14:58:00,156.103,156.108,156.097,156.097,181.0,21,0.0
2025-11-28 14:59:00,156.097,156.106,156.097,156.104,201.0,21,0.0
2025-11-28 15:00:00,156.103,156.109,156.102,156.108,155.0,21,0.0
2025-11-28 15:01:00,156.109,156.117,156.097,156.105,183.0,21,0.0
2025-11-28 15:02:00,156.107,156.111,156.103,156.108,239.0,21,0.0
2025-11-28 15:03:00,156.105,156.117,156.098,156.11,143.0,21,0.0
2025-11-28 15:04:00,156.109,156.112,156.105,156.108,60.0,21,0.0
2025-11-28 15:05:00,156.105,156.127,156.105,156.123,178.0,21,0.0
2025-11-28 15:06:00,156.124,156.129,156.104,156.104,138.0,22,0.0
2025-11-28 15:07:00,156.104,156.109,156.1,156.102,145.0,21,0.0
2025-11-28 15:08:00,156.102,156.109,156.1,156.105,179.0,22,0.0
2025-11-28 15:09:00,156.107,156.124,156.105,156.11,221.0,21,0.0
2025-11-28 15:10:00,156.11,156.12,156.104,156.113,255.0,22,0.0
2025-11-28 15:11:00,156.111,156.121,156.098,156.103,223.0,22,0.0
2025-11-28 15:12:00,156.104,156.12,156.102,156.105,237.0,21,0.0
2025-11-28 15:13:00,156.106,156.126,156.105,156.12,264.0,22,0.0
2025-11-28 15:14:00,156.119,156.121,156.11,156.114,200.0,23,0.0
2025-11-28 15:15:00,156.113,156.129,156.11,156.119,237.0,22,0.0
2025-11-28 15:16:00,156.118,156.126,156.116,156.123,254.0,21,0.0
2025-11-28 15:17:00,156.123,156.127,156.114,156.127,238.0,21,0.0
2025-11-28 15:18:00,156.127,156.138,156.126,156.132,197.0,21,0.0
2025-11-28 15:19:00,156.135,156.135,156.116,156.123,245.0,21,0.0
2025-11-28 15:20:00,156.126,156.137,156.123,156.127,252.0,21,0.0
2025-11-28 15:21:00,156.129,156.135,156.123,156.126,335.0,21,0.0
2025-11-28 15:22:00,156.127,156.132,156.119,156.124,281.0,21,0.0
2025-11-28 15:23:00,156.123,156.133,156.122,156.124,237.0,21,0.0
2025-11-28 15:24:00,156.125,156.127,156.115,156.116,97.0,21,0.0
2025-11-28 15:25:00,156.116,156.12,156.107,156.109,118.0,21,0.0
2025-11-28 15:26:00,156.107,156.127,156.107,156.114,251.0,21,0.0
2025-11-28 15:27:00,156.113,156.127,156.112,156.117,209.0,22,0.0
2025-11-28 15:28:00,156.114,156.121,156.113,156.116,115.0,21,0.0
2025-11-28 15:29:00,156.114,156.118,156.113,156.115,115.0,22,0.0
2025-11-28 15:30:00,156.12,156.129,156.092,156.126,335.0,21,0.0
2025-11-28 15:31:00,156.125,156.141,156.12,156.135,256.0,21,0.0
2025-11-28 15:32:00,156.134,156.135,156.119,156.125,221.0,22,0.0
2025-11-28 15:33:00,156.124,156.126,156.11,156.115,195.0,21,0.0
2025-11-28 15:34:00,156.115,156.125,156.095,156.118,223.0,21,0.0
2025-11-28 15:35:00,156.12,156.13,156.113,156.124,285.0,21,0.0
